icd9,icd10,description
3979,06LV4DZ,"Occlusion of Left Foot Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06LY0DZ,"Occlusion of Lower Vein with Intraluminal Device, Open Approach"
3979,06LY3DZ,"Occlusion of Lower Vein with Intraluminal Device, Percutaneous Approach"
3979,06LY3ZZ,"Occlusion of Lower Vein, Percutaneous Approach"
3979,06LY4DZ,"Occlusion of Lower Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06V10DZ,"h Restriction of Splenic Vein with Intraluminal Device, Open Approach"
3979,06V13DZ,"h Restriction of Splenic Vein with Intraluminal Device, Percutaneous Approach"
3979,06V13ZZ,"Restriction of Splenic Vein, Percutaneous Approach"
3979,06V14DZ,"Restriction of Splenic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06V20DZ,"h Restriction of Gastric Vein with Intraluminal Device, Open Approach"
3979,06V23DZ,"h Restriction of Gastric Vein with Intraluminal Device, Percutaneous Approach"
3979,06V23ZZ,"Restriction of Gastric Vein, Percutaneous Approach"
3979,06V24DZ,"Restriction of Gastric Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06V30DZ,"h Restriction of Esophageal Vein with Intraluminal Device, Open Approach"
3979,06V33DZ,"h Restriction of Esophageal Vein with Intraluminal Device, Percutaneous Approach"
3979,06V33ZZ,"Restriction of Esophageal Vein, Percutaneous Approach"
3979,06V34DZ,"Restriction of Esophageal Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06V40DZ,"h Restriction of Hepatic Vein with Intraluminal Device, Open Approach"
3979,06V43DZ,"h Restriction of Hepatic Vein with Intraluminal Device, Percutaneous Approach"
3979,06V43ZZ,"Restriction of Hepatic Vein, Percutaneous Approach"
3979,06V44DZ,"Restriction of Hepatic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06V50DZ,"h Restriction of Superior Mesenteric Vein with Intraluminal Device, Open Approach"
3979,06V53DZ,"h Restriction of Superior Mesenteric Vein with Intraluminal Device, Percutaneous Approach"
3979,06V53ZZ,"Restriction of Superior Mesenteric Vein, Percutaneous Approach"
3979,06V54DZ,"Restriction of Superior Mesenteric Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06V60DZ,"h Restriction of Inferior Mesenteric Vein with Intraluminal Device, Open Approach"
3979,06V63DZ,"h Restriction of Inferior Mesenteric Vein with Intraluminal Device, Percutaneous Approach"
3979,06V63ZZ,"Restriction of Inferior Mesenteric Vein, Percutaneous Approach"
3979,06V64DZ,"Restriction of Inferior Mesenteric Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06V70DZ,"Restriction of Colic Vein with Intraluminal Device, Open Approach"
3979,06V73DZ,"Restriction of Colic Vein with Intraluminal Device, Percutaneous Approach"
3979,06V73ZZ,"Restriction of Colic Vein, Percutaneous Approach"
3979,06V74DZ,"h Restriction of Colic Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06V80DZ,"Restriction of Portal Vein with Intraluminal Device, Open Approach"
3979,06V83DZ,"Restriction of Portal Vein with Intraluminal Device, Percutaneous Approach"
3979,06V83ZZ,"Restriction of Portal Vein, Percutaneous Approach"
3979,06V84DZ,"Restriction of Portal Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06V90DZ,"h Restriction of Right Renal Vein with Intraluminal Device, Open Approach"
3979,06V93DZ,"h Restriction of Right Renal Vein with Intraluminal Device, Percutaneous Approach"
3979,06V93ZZ,"Restriction of Right Renal Vein, Percutaneous Approach"
3979,06V94DZ,"Restriction of Right Renal Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VB0DZ,"h Restriction of Left Renal Vein with Intraluminal Device, Open Approach"
3979,06VB3DZ,"h Restriction of Left Renal Vein with Intraluminal Device, Percutaneous Approach"
3979,06VB3ZZ,"Restriction of Left Renal Vein, Percutaneous Approach"
3979,06VB4DZ,"Restriction of Left Renal Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VC0DZ,"Restriction of Right Common Iliac Vein with Intraluminal Device, Open Approach"
3979,06VC3DZ,"Restriction of Right Common Iliac Vein with Intraluminal Device, Percutaneous Approach"
3979,06VC3ZZ,"Restriction of Right Common Iliac Vein, Percutaneous Approach"
3979,06VC4DZ,"Restriction of Right Common Iliac Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VD0DZ,"Restriction of Left Common Iliac Vein with Intraluminal Device, Open Approach"
3979,06VD3DZ,"Restriction of Left Common Iliac Vein with Intraluminal Device, Percutaneous Approach"
3979,06VD3ZZ,"h Restriction of Left Common Iliac Vein, Percutaneous Approach"
3979,06VD4DZ,"Restriction of Left Common Iliac Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VF0DZ,"Restriction of Right External Iliac Vein with Intraluminal Device, Open Approach"
3979,06VF3DZ,"Restriction of Right External Iliac Vein with Intraluminal Device, Percutaneous Approach"
3979,06VF3ZZ,"Restriction of Right External Iliac Vein, Percutaneous Approach"
3979,06VF4DZ,"Restriction of Right External Iliac Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VG0DZ,"Restriction of Left External Iliac Vein with Intraluminal Device, Open Approach"
3979,06VG3DZ,"Restriction of Left External Iliac Vein with Intraluminal Device, Percutaneous Approach"
3979,06VG3ZZ,"Restriction of Left External Iliac Vein, Percutaneous Approach"
3979,06VG4DZ,"Restriction of Left External Iliac Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VH0DZ,"h Restriction of Right Hypogastric Vein with Intraluminal Device, Open Approach"
3979,06VH3DZ,"h Restriction of Right Hypogastric Vein with Intraluminal Device, Percutaneous Approach"
3979,06VH3ZZ,"h Restriction of Right Hypogastric Vein, Percutaneous Approach"
3979,06VH4DZ,"Restriction of Right Hypogastric Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VJ0DZ,"h Restriction of Left Hypogastric Vein with Intraluminal Device, Open Approach"
3979,06VJ3DZ,"h Restriction of Left Hypogastric Vein with Intraluminal Device, Percutaneous Approach"
3979,06VJ3ZZ,"Restriction of Left Hypogastric Vein, Percutaneous Approach"
3979,06VJ4DZ,"Restriction of Left Hypogastric Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VM0DZ,"h Restriction of Right Femoral Vein with Intraluminal Device, Open Approach"
3979,06VM3DZ,"h Restriction of Right Femoral Vein with Intraluminal Device, Percutaneous Approach"
3979,06VM3ZZ,"Restriction of Right Femoral Vein, Percutaneous Approach"
3979,06VM4DZ,"Restriction of Right Femoral Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VN0DZ,"h Restriction of Left Femoral Vein with Intraluminal Device, Open Approach"
3979,06VN3DZ,"h Restriction of Left Femoral Vein with Intraluminal Device, Percutaneous Approach"
3979,06VN3ZZ,"Restriction of Left Femoral Vein, Percutaneous Approach"
3979,06VN4DZ,"Restriction of Left Femoral Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VP0DZ,"Restriction of Right Saphenous Vein with Intraluminal Device, Open Approach"
3979,06VP3DZ,"Restriction of Right Saphenous Vein with Intraluminal Device, Percutaneous Approach"
3979,06VP3ZZ,"Restriction of Right Saphenous Vein, Percutaneous Approach"
3979,06VP4DZ,"Restriction of Right Saphenous Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VQ0DZ,"Restriction of Left Saphenous Vein with Intraluminal Device, Open Approach"
3979,06VQ3DZ,"Restriction of Left Saphenous Vein with Intraluminal Device, Percutaneous Approach"
3979,06VQ3ZZ,"Restriction of Left Saphenous Vein, Percutaneous Approach"
3979,06VQ4DZ,"Restriction of Left Saphenous Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VT0DZ,"Restriction of Right Foot Vein with Intraluminal Device, Open Approach"
3979,06VT3DZ,"Restriction of Right Foot Vein with Intraluminal Device, Percutaneous Approach"
3979,06VT3ZZ,"Restriction of Right Foot Vein, Percutaneous Approach"
3979,06VT4DZ,"Restriction of Right Foot Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VV0DZ,"Restriction of Left Foot Vein with Intraluminal Device, Open Approach"
3979,06VV3DZ,"Restriction of Left Foot Vein with Intraluminal Device, Percutaneous Approach"
3979,06VV3ZZ,"Restriction of Left Foot Vein, Percutaneous Approach"
3979,06VV4DZ,"Restriction of Left Foot Vein with Intraluminal Device, Percutaneous Endoscopic Approach"
3979,06VY3DZ,"Restriction of Lower Vein with Intraluminal Device, Percutaneous Approach"
3979,06VY3ZZ,"Restriction of Lower Vein, Percutaneous Approach"
3981,03HK0MZ,"Insertion of Stimulator Lead into Right Internal Carotid Artery, Open Approach"
3981,03HK3MZ,"Insertion of Stimulator Lead into Right Internal Carotid Artery, Percutaneous Approach"
3981,03HK4MZ,"Insertion of Stimulator Lead into Right Internal Carotid Artery, Percutaneous Endoscopic Approach"
3981,03HL0MZ,"Insertion of Stimulator Lead into Left Internal Carotid Artery, Open Approach"
3981,03HL3MZ,"Insertion of Stimulator Lead into Left Internal Carotid Artery, Percutaneous Approach"
3981,03HL4MZ,"Insertion of Stimulator Lead into Left Internal Carotid Artery, Percutaneous Endoscopic Approach"
3981,0JH60MZ,"h Insertion of Stimulator Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
3981,0JH63MZ,"h Insertion of Stimulator Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
3981,0JH70MZ,"Insertion of Stimulator Generator into Back Subcutaneous Tissue and Fascia, Open Approach"
3981,0JH73MZ,"Insertion of Stimulator Generator into Back Subcutaneous Tissue and Fascia, Percutaneous Approach"
3981,0JH80MZ,"Insertion of Stimulator Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
3981,0JH83MZ,"Insertion of Stimulator Generator into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
3982,03HK0MZ,"Insertion of Stimulator Lead into Right Internal Carotid Artery, Open Approach"
3982,03HK3MZ,"Insertion of Stimulator Lead into Right Internal Carotid Artery, Percutaneous Approach"
3982,03HK4MZ,"Insertion of Stimulator Lead into Right Internal Carotid Artery, Percutaneous Endoscopic Approach"
3982,03HL0MZ,"Insertion of Stimulator Lead into Left Internal Carotid Artery, Open Approach"
3982,03HL3MZ,"Insertion of Stimulator Lead into Left Internal Carotid Artery, Percutaneous Approach"
3982,03HL4MZ,"Insertion of Stimulator Lead into Left Internal Carotid Artery, Percutaneous Endoscopic Approach"
3983,0JH60MZ,"h Insertion of Stimulator Generator into Chest Subcutaneous Tissue and Fascia, Open Approach"
3983,0JH63MZ,"h Insertion of Stimulator Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
3983,0JH70MZ,"Insertion of Stimulator Generator into Back Subcutaneous Tissue and Fascia, Open Approach"
3983,0JH73MZ,"Insertion of Stimulator Generator into Back Subcutaneous Tissue and Fascia, Percutaneous Approach"
3983,0JH80MZ,"Insertion of Stimulator Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach"
3983,0JH83MZ,"Insertion of Stimulator Generator into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
3984,03WY0MZ,"Revision of Stimulator Lead in Upper Artery, Open Approach"
3984,03WY3MZ,"Revision of Stimulator Lead in Upper Artery, Percutaneous Approach"
3984,03WY4MZ,"Revision of Stimulator Lead in Upper Artery, Percutaneous Endoscopic Approach"
3985,0JWT0MZ,"Revision of Stimulator Generator in Trunk Subcutaneous Tissue and Fascia, Open Approach"
3985,0JWT3MZ,"Revision of Stimulator Generator in Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach"
3985,0JWTXMZ,"Revision of Stimulator Generator in Trunk Subcutaneous Tissue and Fascia, External Approach"
3986,03PY0MZ,"Removal of Stimulator Lead from Upper Artery, Open Approach"
3986,03PY3MZ,"Removal of Stimulator Lead from Upper Artery, Percutaneous Approach"
3986,03PY4MZ,"Removal of Stimulator Lead from Upper Artery, Percutaneous Endoscopic Approach"
3986,0JPT0MZ,"Removal of Stimulator Generator from Trunk Subcutaneous Tissue and Fascia, Open Approach"
3986,0JPT3MZ,"Removal of Stimulator Generator from Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach"
3987,03PY0MZ,"Removal of Stimulator Lead from Upper Artery, Open Approach"
3987,03PY3MZ,"Removal of Stimulator Lead from Upper Artery, Percutaneous Approach"
3987,03PY4MZ,"Removal of Stimulator Lead from Upper Artery, Percutaneous Endoscopic Approach"
3988,0JPT0MZ,"Removal of Stimulator Generator from Trunk Subcutaneous Tissue and Fascia, Open Approach"
3988,0JPT3MZ,"Removal of Stimulator Generator from Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach"
3989,0G560ZZ,"Destruction of Left Carotid Body, Open Approach"
3989,0G563ZZ,"Destruction of Left Carotid Body, Percutaneous Approach"
3989,0G564ZZ,"Destruction of Left Carotid Body, Percutaneous Endoscopic Approach"
3989,0G570ZZ,"Destruction of Right Carotid Body, Open Approach"
3989,0G573ZZ,"Destruction of Right Carotid Body, Percutaneous Approach"
3989,0G574ZZ,"Destruction of Right Carotid Body, Percutaneous Endoscopic Approach"
3989,0G580ZZ,"Destruction of Bilateral Carotid Bodies, Open Approach"
3989,0G583ZZ,"Destruction of Bilateral Carotid Bodies, Percutaneous Approach"
3989,0G584ZZ,"Destruction of Bilateral Carotid Bodies, Percutaneous Endoscopic Approach"
3989,0G590ZZ,"Destruction of Para-aortic Body, Open Approach"
3989,0G593ZZ,"Destruction of Para-aortic Body, Percutaneous Approach"
3989,0G594ZZ,"Destruction of Para-aortic Body, Percutaneous Endoscopic Approach"
3989,0G5B0ZZ,"Destruction of Coccygeal Glomus, Open Approach"
3989,0G5B3ZZ,"Destruction of Coccygeal Glomus, Percutaneous Approach"
3989,0G5B4ZZ,"Destruction of Coccygeal Glomus, Percutaneous Endoscopic Approach"
3989,0G5C0ZZ,"Destruction of Glomus Jugulare, Open Approach"
3989,0G5C3ZZ,"Destruction of Glomus Jugulare, Percutaneous Approach"
3989,0G5C4ZZ,"Destruction of Glomus Jugulare, Percutaneous Endoscopic Approach"
3989,0G5D0ZZ,"Destruction of Aortic Body, Open Approach"
3989,0G5D3ZZ,"Destruction of Aortic Body, Percutaneous Approach"
3989,0G5D4ZZ,"h Destruction of Aortic Body, Percutaneous Endoscopic Approach"
3989,0G5F0ZZ,"Destruction of Paraganglion Extremity, Open Approach"
3989,0G5F3ZZ,"h Destruction of Paraganglion Extremity, Percutaneous Approach"
3989,0G5F4ZZ,"Destruction of Paraganglion Extremity, Percutaneous Endoscopic Approach"
3989,0G9600Z,"Drainage of Left Carotid Body with Drainage Device, Open Approach"
3989,0G960ZX,"Drainage of Left Carotid Body, Open Approach, Diagnostic"
3989,0G960ZZ,"Drainage of Left Carotid Body, Open Approach"
3989,0G963ZX,"Drainage of Left Carotid Body, Percutaneous Approach, Diagnostic"
3989,0G9640Z,"Drainage of Left Carotid Body with Drainage Device, Percutaneous Endoscopic Approach"
3989,0G964ZX,"Drainage of Left Carotid Body, Percutaneous Endoscopic Approach, Diagnostic"
3989,0G964ZZ,"Drainage of Left Carotid Body, Percutaneous Endoscopic Approach"
3989,0G9700Z,"h Drainage of Right Carotid Body with Drainage Device, Open Approach"
3989,0G970ZX,"Drainage of Right Carotid Body, Open Approach, Diagnostic"
3989,0G970ZZ,"Drainage of Right Carotid Body, Open Approach"
3989,0G973ZX,"n Drainage of Right Carotid Body, Percutaneous Approach, Diagnostic"
3989,0G9740Z,"Drainage of Right Carotid Body with Drainage Device, Percutaneous Endoscopic Approach"
3989,0G974ZX,"Drainage of Right Carotid Body, Percutaneous Endoscopic Approach, Diagnostic"
3989,0G974ZZ,"Drainage of Right Carotid Body, Percutaneous Endoscopic Approach"
3989,0G9800Z,"Drainage of Bilateral Carotid Bodies with Drainage Device, Open Approach"
3989,0G980ZX,"Drainage of Bilateral Carotid Bodies, Open Approach, Diagnostic"
3989,0G980ZZ,"Drainage of Bilateral Carotid Bodies, Open Approach"
3989,0G983ZX,"Drainage of Bilateral Carotid Bodies, Percutaneous Approach, Diagnostic"
3989,0G9840Z,"Drainage of Bilateral Carotid Bodies with Drainage Device, Percutaneous Endoscopic Approach"
3989,0G984ZX,"Drainage of Bilateral Carotid Bodies, Percutaneous Endoscopic Approach, Diagnostic"
3989,0G984ZZ,"Drainage of Bilateral Carotid Bodies, Percutaneous Endoscopic Approach"
3989,0G9900Z,"Drainage of Para-aortic Body with Drainage Device, Open Approach"
3989,0G990ZX,"Drainage of Para-aortic Body, Open Approach, Diagnostic"
3989,0G990ZZ,"Drainage of Para-aortic Body, Open Approach"
3989,0G993ZX,"Drainage of Para-aortic Body, Percutaneous Approach, Diagnostic"
3989,0G9940Z,"h Drainage of Para-aortic Body with Drainage Device, Percutaneous Endoscopic Approach"
3989,0G994ZX,"Drainage of Para-aortic Body, Percutaneous Endoscopic Approach, Diagnostic"
3989,0G994ZZ,"Drainage of Para-aortic Body, Percutaneous Endoscopic Approach"
3989,0G9B00Z,"Drainage of Coccygeal Glomus with Drainage Device, Open Approach"
3989,0G9B0ZX,"Drainage of Coccygeal Glomus, Open Approach, Diagnostic"
3989,0G9B0ZZ,"Drainage of Coccygeal Glomus, Open Approach"
3989,0G9B3ZX,"Drainage of Coccygeal Glomus, Percutaneous Approach, Diagnostic"
3989,0G9B40Z,"h Drainage of Coccygeal Glomus with Drainage Device, Percutaneous Endoscopic Approach"
3989,0G9B4ZX,"Drainage of Coccygeal Glomus, Percutaneous Endoscopic Approach, Diagnostic"
3989,0G9B4ZZ,"Drainage of Coccygeal Glomus, Percutaneous Endoscopic Approach"
3989,0G9C00Z,"Drainage of Glomus Jugulare with Drainage Device, Open Approach"
3989,0G9C0ZX,"Drainage of Glomus Jugulare, Open Approach, Diagnostic"
3989,0G9C0ZZ,"Drainage of Glomus Jugulare, Open Approach"
