sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
90129,ASO Screen,-1,,0.61,UNCHECKED,UNREVIEWED,,0,4202372,"Blood coagulation panel, DIC",Measurement,MAPS_TO,,<auto>,1738328058064,
80095,MYCOBACTERIUM FORTUITUM,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329487339,4352641,Mycobacterium fortuitum,Observation,MAPS_TO,,<auto>,1738328058076,
90466,LACTOBACILLUS SALIVARIUS SS. SALIVARIUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4267586,Lactobacillus salivarius ss. salivarius,Observation,MAPS_TO,,<auto>,1738328058108,
90775,USTILAGO SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4173888,Ustilago,Observation,MAPS_TO,,<auto>,1738328058150,
80185,CAMPYLOBACTER JEJUNI,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329858780,4282778,Campylobacter jejuni,Observation,MAPS_TO,,<auto>,1738328058166,
90739,GLOBICATELLA SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4213236,Globicatella,Observation,MAPS_TO,,<auto>,1738328058195,
90623,SALMONELLA SANDIEGO,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4010589,Salmonella Sandiego,Observation,MAPS_TO,,<auto>,1738328058262,
80133,GIARDIA LAMBLIA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329593156,4301615,Giardia lamblia,Observation,MAPS_TO,,<auto>,1738328058386,
80025,CITROBACTER AMALONATICUS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329147268,4205585,Citrobacter amalonaticus,Observation,MAPS_TO,,<auto>,1738328058417,
90841,SAPROCHAETE (FORMERLY GEOTRICHUM) CAPITATA,-1,,0.53,UNCHECKED,UNREVIEWED,,0,4238539,Saprochaete capitata,Observation,MAPS_TO,,<auto>,1738328058492,
80226,PROBABLE LACTOBACILLUS SPECIES,-1,,0.86,UNCHECKED,UNREVIEWED,,0,4185121,Lactobacillus,Observation,MAPS_TO,,<auto>,1738328058647,
90130,R/O Beta Strep Group A,-1,,0.41,UNCHECKED,UNREVIEWED,,0,4213455,Streptococcus pyogenes,Observation,MAPS_TO,,<auto>,1738328058856,
70083,VARICELLA-ZOSTER CULTURE,-1,,0.77,APPROVED,EQUAL,Finn Fassbender,1738328866538,37303841,Viral isolate specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328866013,
80186,PSEUDALLESCHERIA BOYDII ,-1,,0.97,APPROVED,EQUAL,Finn Fassbender,1738329860247,4236500,Pseudallescheria boydii,Observation,MAPS_TO,,<auto>,1738328058915,
90470,GARDNERELLA  VAGINALIS,-1,,0.63,UNCHECKED,UNREVIEWED,,0,4274639,Gardnerella vaginalis,Observation,MAPS_TO,,<auto>,1738328058935,
80096,STREPTOMYCES SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329487723,4186446,Streptomyces,Observation,MAPS_TO,,<auto>,1738328058946,
90740,LACTOCOCCUS SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4321593,Lactococcus,Observation,MAPS_TO,,<auto>,1738328058951,
90626,STAPHYLOCOCCUS SIMULANS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4180267,Staphylococcus simulans,Observation,MAPS_TO,,<auto>,1738328059045,
90269,FUNGAL CULTURE,-1,,0.81,UNCHECKED,UNREVIEWED,,0,4006847,Fungal blood culture,Measurement,MAPS_TO,,<auto>,1738328059066,
90776,STREPTOCOCCUS GALLOLYTICUS SSP. GALLOLYTICUS (STREPTOCOCCUS BOVIS),-1,,0.74,UNCHECKED,UNREVIEWED,,0,4225328,Streptococcus gallolyticus subspecies gallolyticus,Observation,MAPS_TO,,<auto>,1738328059111,
70084,SWAB,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738328868721,4120698,Swab,Specimen,MAPS_TO,,<auto>,1738328059122,
80026,PSEUDOMONAS AERUGINOSA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329148026,4198675,Pseudomonas aeruginosa,Observation,MAPS_TO,,<auto>,1738328059127,
90842,MYCOBACTERIUM PARAGORDONAE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,45769639,Mycobacterium paragordonae,Observation,MAPS_TO,,<auto>,1738328059146,
70085,WORM,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738328873056,45767301,Parasitic worm specimen,Specimen,MAPS_TO,,<auto>,1738328059424,
80227,PROBABLE GARDNERELLA VAGINALIS,-1,,0.85,UNCHECKED,UNREVIEWED,,0,4274639,Gardnerella vaginalis,Observation,MAPS_TO,,<auto>,1738328059529,
80097,PROVIDENCIA SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329487954,4011684,Providencia,Observation,MAPS_TO,,<auto>,1738328059530,
80032,AEROMONAS HYDROPHILA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329164656,4312105,Aeromonas hydrophila,Observation,MAPS_TO,,<auto>,1738328059571,
90627,LEGIONELLA SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4326728,Legionella,Observation,MAPS_TO,,<auto>,1738328059680,
90131,ASO TITER,-1,,0.73,UNCHECKED,UNREVIEWED,,0,4190509,ASO test,Measurement,MAPS_TO,,<auto>,1738328059693,
80027,PSEUDOMONAS PUTIDA ,-1,,0.96,APPROVED,EQUAL,Finn Fassbender,1738329155151,4285455,Pseudomonas putida,Observation,MAPS_TO,,<auto>,1738328059724,
90741,ROTHIA MUCILAGINOSA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4211809,Rothia mucilaginosa,Observation,MAPS_TO,,<auto>,1738328059734,
90778,ACHROMOBACTER SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4239076,Achromobacter,Observation,MAPS_TO,,<auto>,1738328059782,
70086,XXX,-1,,0.22,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
90249,CRYPTOCOCCAL ANTIGEN,-1,,0.74,UNCHECKED,UNREVIEWED,,0,4069831,Cryptococcus,Observation,MAPS_TO,,<auto>,1738328059867,
90843,CITROBACTER SEDLAKII,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4016449,Citrobacter sedlakii,Observation,MAPS_TO,,<auto>,1738328059882,
80228,CANDIDA GLABRATA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738330176309,40481156,Candida glabrata,Observation,MAPS_TO,,<auto>,1738328059917,
90270,GRAM STAIN,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4266852,Gram stain method,Procedure,MAPS_TO,,<auto>,1738328059917,
80033,VIBRIO SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329165757,4146528,Vibrio,Observation,MAPS_TO,,<auto>,1738328059957,
80028,BURKHOLDERIA CEPACIA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329155866,4034635,Burkholderia cepacia,Observation,MAPS_TO,,<auto>,1738328060250,
90272,TISSUE,-1,,0.70,UNCHECKED,UNREVIEWED,,0,4334503,Tissue section,Specimen,MAPS_TO,,<auto>,1738328060405,
90742,STAPHYLOCOCCUS CAPITIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4222739,Staphylococcus capitis,Observation,MAPS_TO,,<auto>,1738328060409,
90844,GEMELLA BERGERI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4037902,Gemella bergeri,Observation,MAPS_TO,,<auto>,1738328060508,
90721,POSITIVE FOR PARAINFLUENZA TYPE 1,-1,,0.69,UNCHECKED,UNREVIEWED,,0,4253152,Human parainfluenza virus 2,Observation,MAPS_TO,,<auto>,1738328060524,
90087,FECAL CULTURE - R/O E.COLI 0157:H7,-1,,0.48,APPROVED,EQUAL,Finn Fassbender,1738331078770,4024963,Stool culture,Measurement,MAPS_TO,,Finn Fassbender,1738331073980,
90634,POSITIVE FOR MICROSPORIDIA SPECIES,-1,,0.67,UNCHECKED,UNREVIEWED,,0,4086237,Microsporidium,Observation,MAPS_TO,,<auto>,1738328060633,
90250,OVA + PARASITES,-1,,0.44,UNCHECKED,UNREVIEWED,,0,4304804,Ova OR parasites identification,Measurement,MAPS_TO,,<auto>,1738328060646,
80229,PRESUMPTIVE STREPTOCOCCUS BOVIS,-1,,0.76,UNCHECKED,UNREVIEWED,,0,4217676,Streptococcus equinus,Observation,MAPS_TO,,<auto>,1738328060651,
90779,ACHROMOBACTER  DENTRIFICANS,-1,,0.58,UNCHECKED,UNREVIEWED,,0,4187642,Achromobacter denitrificans,Observation,MAPS_TO,,<auto>,1738328060663,
80034,PASTEURELLA MULTOCIDA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329169470,4032583,Pasteurella multocida,Observation,MAPS_TO,,<auto>,1738328060700,
90055,RESPIRATORY CULTURE,-1,,0.77,APPROVED,EQUAL,Finn Fassbender,1738330943309,4035228,Respiratory microbial culture,Measurement,MAPS_TO,,<auto>,1738328060705,
80029,PSEUDOMONAS SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329156688,4211547,Pseudomonas,Observation,MAPS_TO,,<auto>,1738328060758,
90743,STAPHYLOCOCCUS CAPRAE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4297326,Staphylococcus caprae,Observation,MAPS_TO,,<auto>,1738328060864,
90845,MYCOBACTERIUM LENTIFLAVUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4034211,Mycobacterium lentiflavum,Observation,MAPS_TO,,<auto>,1738328060934,
90959,SHIGA TOXIN (EHEC),-1,,0.32,UNCHECKED,UNREVIEWED,,0,3654801,Shiga toxin-producing Escherichia coli,Observation,MAPS_TO,,<auto>,1738328061064,
90252,VIRAL CULTURE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4130349,Viral culture,Measurement,MAPS_TO,,<auto>,1738328061138,
80035,EIKENELLA CORRODENS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329169699,4200857,Eikenella corrodens,Observation,MAPS_TO,,<auto>,1738328061250,
90059,LEGIONELLA CULTURE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738330944252,4047156,Legionella culture,Measurement,MAPS_TO,,<auto>,1738328061271,
90846,CUTIBACTERIUM ACNES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4214681,Cutibacterium acnes,Observation,MAPS_TO,,<auto>,1738328061525,
90722,POSITIVE FOR PARAINFLUENZA TYPE 2,-1,,0.71,UNCHECKED,UNREVIEWED,,0,4253152,Human parainfluenza virus 2,Observation,MAPS_TO,,<auto>,1738328061587,
,,-1,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
90780,ACHROMOBACTER (ALCALIGENES) XYLOSOXIDANS,-1,,0.67,UNCHECKED,UNREVIEWED,,0,4189931,Achromobacter xylosoxidans,Observation,MAPS_TO,,<auto>,1738328061643,
90744,STAPHYLOCOCCUS HOMINIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4264368,Staphylococcus hominis,Observation,MAPS_TO,,<auto>,1738328061647,
80030,BORDETELLA BRONCHISEPTICA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329163635,4024720,Bordetella bronchiseptica,Observation,MAPS_TO,,<auto>,1738328061701,
80230,POSITIVE FOR INFLUENZA A VIRAL ANTIGEN,-1,,0.69,UNCHECKED,UNREVIEWED,,0,4236145,Influenza A virus,Observation,MAPS_TO,,<auto>,1738328061793,
90209,Pediatric Bottle Gram Stain,-1,,0.50,UNCHECKED,UNREVIEWED,,0,4266852,Gram stain method,Procedure,MAPS_TO,,<auto>,1738328061796,
90088,CHROMOSOME ANALYSIS - ADDITIONAL KARYOTYPE,-1,,0.57,APPROVED,EQUAL,Finn Fassbender,1738331097399,4196111,Karyotype determination,Measurement,MAPS_TO,,Finn Fassbender,1738331096804,
90061,BRUCELLA BLOOD CULTURE,-1,,0.80,APPROVED,EQUAL,Finn Fassbender,1738330947004,4045645,Brucella culture,Measurement,MAPS_TO,,<auto>,1738328061943,
90253,CLOSTRIDIUM DIFFICILE TOXIN ASSAY,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4327663,Clostridium difficile toxin assay,Measurement,MAPS_TO,,<auto>,1738328061995,
80002,ESCHERICHIA COLI,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738328995952,4011683,Escherichia coli,Observation,MAPS_TO,,<auto>,1738328062032,
90847,CUTIBACTERIUM AVIDUM,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4171013,Cutibacterium avidum,Observation,MAPS_TO,,<auto>,1738328062079,
80031,MORAXELLA SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329164096,4263926,Moraxella,Observation,MAPS_TO,,<auto>,1738328062122,
80036,ANAEROBIC GRAM NEGATIVE ROD(S),-1,,0.58,APPROVED,EQUAL,Finn Fassbender,1738329177244,4352643,Anaerobic Gram-negative bacillus,Observation,MAPS_TO,,<auto>,1738328062129,
90783,STREPTOCOCCUS BOVIS GROUP,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4214081,Streptococcus bovis group,Observation,MAPS_TO,,<auto>,1738328062295,
90745,STAPHYLOCOCCUS SAPROPHYTICUS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4055349,Staphylococcus saprophyticus,Observation,MAPS_TO,,<auto>,1738328062378,
80232,PRESUMPTIVE VEILLONELLA SPECIES,-1,,0.72,UNCHECKED,UNREVIEWED,,0,4107221,Veillonella,Observation,MAPS_TO,,<auto>,1738328062409,
90723,POSITIVE FOR PARAINFLUENZA TYPE 3,-1,,0.68,UNCHECKED,UNREVIEWED,,0,4253152,Human parainfluenza virus 2,Observation,MAPS_TO,,<auto>,1738328062624,
90848,KOCURIA KRISTINAE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4034184,Kocuria kristinae,Observation,MAPS_TO,,<auto>,1738328062702,
90254,RUBELLA IgG SEROLOGY,-1,,0.72,UNCHECKED,UNREVIEWED,,0,4197841,Rubella IgG measurement,Measurement,MAPS_TO,,<auto>,1738328062739,
90090,POST-MORTEM VIRAL CULTURE,-1,,0.60,UNCHECKED,UNREVIEWED,,0,606749,Removal of organ from cadaver,Procedure,MAPS_TO,,<auto>,1738328062817,
90784,PSEUDOMONAS MENDOCINA,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4241850,Pseudomonas mendocina,Observation,MAPS_TO,,<auto>,1738328062883,
80003,GRAM NEGATIVE COCCI,-1,,0.68,APPROVED,EQUAL,Finn Fassbender,1738328997027,4081940,Gram-negative coccus,Observation,MAPS_TO,,<auto>,1738328062891,
70034,FOREIGN BODY,-1,,0.78,APPROVED,EQUAL,Finn Fassbender,1738328423141,40490923,Foreign body submitted as specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328422646,
90210,Malaria Antigen Test,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4253329,Malaria antigen test,Measurement,MAPS_TO,,<auto>,1738328062922,
80037,GRAM VARIABLE RODS,-1,,0.44,APPROVED,EQUAL,Finn Fassbender,1738329191451,4348425,Gram-variable bacillus,Observation,MAPS_TO,,Finn Fassbender,1738329190470,
90746,STAPHYLOCOCCUS WARNERI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4270057,Staphylococcus warneri,Observation,MAPS_TO,,<auto>,1738328062978,
90065,STOOL SMEAR FOR POLYMORPHONUCLEAR LEUKOCYTES,-1,,0.79,APPROVED,EQUAL,Finn Fassbender,1738330957082,4024539,Polymorphonuclear leukocyte count,Measurement,MAPS_TO,,<auto>,1738328063001,
90724,POSITIVE FOR ADENOVIRUS,-1,,0.65,UNCHECKED,UNREVIEWED,,0,4310534,Ovine adenovirus,Observation,MAPS_TO,,<auto>,1738328063113,
80233,PRESUMPTIVE PEPTOSTREPTOCOCCUS SPECIES,-1,,0.79,UNCHECKED,UNREVIEWED,,0,4348178,Peptostreptococcus,Observation,MAPS_TO,,<auto>,1738328063128,
70035,"FLUID,OTHER",-1,,0.25,APPROVED,EQUAL,Finn Fassbender,1738328428695,4122251,Fluid specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328427896,
90921,POST-MORTEM VIRAL CULTURE,-1,,0.60,UNCHECKED,UNREVIEWED,,0,606749,Removal of organ from cadaver,Procedure,MAPS_TO,,<auto>,1738328063454,
80038,CLOSTRIDIUM PERFRINGENS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329198403,4307974,Clostridium perfringens,Observation,MAPS_TO,,<auto>,1738328063688,
90255,VIRAL CULTURE: R/O CYTOMEGALOVIRUS,-1,,0.60,UNCHECKED,UNREVIEWED,,0,4047153,Cytomegalovirus culture,Measurement,MAPS_TO,,<auto>,1738328063694,
80004,KLEBSIELLA PNEUMONIAE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738328997842,4209452,Klebsiella pneumoniae,Observation,MAPS_TO,,<auto>,1738328063716,
90747,STREPTOCOCCUS MITIS/ORALIS,-1,,0.70,UNCHECKED,UNREVIEWED,,0,4237427,Streptococcus mitis,Observation,MAPS_TO,,<auto>,1738328063730,
90211,Rubella IgG/IgM Antibody,-1,,0.53,UNCHECKED,UNREVIEWED,,0,4193712,Rubella IgM measurement,Measurement,MAPS_TO,,<auto>,1738328063775,
90091,VARICELLA-ZOSTER IgG SEROLOGY,-1,,0.84,UNCHECKED,UNREVIEWED,,0,4209241,Varicella-zoster virus antibody IgG measurement,Measurement,MAPS_TO,,<auto>,1738328063814,
70036,FLUID WOUND,-1,,0.64,APPROVED,EQUAL,Finn Fassbender,1738328438750,4046837,Fluid specimen from wound,Specimen,MAPS_TO,,<auto>,1738328063836,
90785,MIXED BACTERIAL FLORA,-1,,0.49,UNCHECKED,UNREVIEWED,,0,4249833,Domain Bacteria,Observation,MAPS_TO,,<auto>,1738328063882,
90066,TISSUE CULTURE-LYMPHOCYTE,-1,,0.68,APPROVED,EQUAL,Finn Fassbender,1738330967990,4323698,Mixed lymphocyte culture assay,Measurement,MAPS_TO,,Finn Fassbender,1738330967303,
80234,PRESUMPTIVE PROPIONIBACTERIUM ACNES,-1,,0.78,UNCHECKED,UNREVIEWED,,0,42899914,Propionibacterium acnes,Drug,MAPS_TO,,<auto>,1738328063940,
80039,CLOSTRIDIUM SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329198818,4218244,Clostridium,Observation,MAPS_TO,,<auto>,1738328064231,
90725,POSITIVE FOR RESPIRATORY SYNCYTIAL VIRUS (RSV),-1,,0.80,UNCHECKED,UNREVIEWED,,0,4201161,RSV antigen level,Measurement,MAPS_TO,,<auto>,1738328064275,
90922,MICRO PROBLEM PATIENT,-1,,0.42,UNCHECKED,UNREVIEWED,,0,44791809,Anticipating problem,Procedure,MAPS_TO,,<auto>,1738328064278,
70037,FOOT CULTURE,-1,,0.76,APPROVED,EQUAL,Finn Fassbender,1738328446787,764441,Swab from foot,Specimen,MAPS_TO,,Finn Fassbender,1738328445813,
80005,KLEBSIELLA OXYTOCA,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738328998677,4254213,Klebsiella oxytoca,Observation,MAPS_TO,,<auto>,1738328064389,
90092,AEROBIC BOTTLE,-1,,0.66,UNCHECKED,UNREVIEWED,,0,3667301,Blood specimen in aerobic blood culture bottle,Specimen,MAPS_TO,,<auto>,1738328064405,
90928,Swab,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4120698,Swab,Specimen,MAPS_TO,,<auto>,1738328064568,
90786,STREPTOCOCCUS MITIS GROUP,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4133816,Streptococcus mitis group,Observation,MAPS_TO,,<auto>,1738328064671,
90748,STREPTOCOCCUS INFANTARIUS SSP. COLI (STREPTOCOCCUS BOVIS),-1,,0.62,UNCHECKED,UNREVIEWED,,0,4217698,Streptococcus infantarius,Observation,MAPS_TO,,<auto>,1738328064696,
70038,FECAL SWAB,-1,,0.87,APPROVED,EQUAL,Finn Fassbender,1738328461433,4124268,Fecal smear,Specimen,MAPS_TO,,Finn Fassbender,1738328460863,
90212,CLOSTRIDIUM DIFFICILE TOXIN A & B TEST,-1,,0.67,UNCHECKED,UNREVIEWED,,0,4047059,Clostridium difficile toxin A assay,Measurement,MAPS_TO,,<auto>,1738328064759,
80235,STREPTOCOCCUS ANGINOSUS (MILLERI) GROUP,-1,,0.72,APPROVED,EQUAL,Finn Fassbender,1738330191517,4217696,Streptococcus anginosus group,Observation,MAPS_TO,,<auto>,1738328064891,
90256,VIRAL CULTURE: R/O HERPES SIMPLEX VIRUS,-1,,0.64,UNCHECKED,UNREVIEWED,,0,4047154,Herpes simplex virus culture,Measurement,MAPS_TO,,<auto>,1738328065002,
80040,NEISSERIA GONORRHOEAE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329199791,4285582,Neisseria gonorrhoeae,Observation,MAPS_TO,,<auto>,1738328065017,
70040,SWAB,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738328467206,4120698,Swab,Specimen,MAPS_TO,,<auto>,1738328065018,
90067,TISSUE CULTURE-AMNIOTIC FLUID,-1,,0.59,UNCHECKED,UNREVIEWED,,0,1242858,Injection of amniotic fluid,Procedure,MAPS_TO,,<auto>,1738328065019,
80007,ENTEROBACTER AEROGENES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329004148,4267438,Klebsiella aerogenes,Observation,MAPS_TO,,Finn Fassbender,1738329003526,
90093,ANAEROBIC BOTTLE,-1,,0.69,UNCHECKED,UNREVIEWED,,0,3667306,Blood specimen in anaerobic blood culture bottle,Specimen,MAPS_TO,,<auto>,1738328065101,
90929,Swab R/O Yeast Screen,-1,,0.36,UNCHECKED,UNREVIEWED,,0,4120698,Swab,Specimen,MAPS_TO,,<auto>,1738328065118,
90726,POSITIVE FOR PARAINFLUENZA VIRUS,-1,,0.75,UNCHECKED,UNREVIEWED,,0,37111241,Influenza virus,Observation,MAPS_TO,,<auto>,1738328065166,
90749,STREPTOCOCCUS SALIVARUS,-1,,0.86,UNCHECKED,UNREVIEWED,,0,4220801,Streptococcus salivarius,Observation,MAPS_TO,,<auto>,1738328065219,
90213,Enterovirus Culture,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4045647,Enterovirus culture,Measurement,MAPS_TO,,<auto>,1738328065250,
90787,STREPTOCCUS SALIVARIUS GROUP,-1,,0.96,UNCHECKED,UNREVIEWED,,0,4133815,Streptococcus salivarius group,Observation,MAPS_TO,,<auto>,1738328065280,
90258,AEROBIC BOTTLE,-1,,0.66,UNCHECKED,UNREVIEWED,,0,3667301,Blood specimen in aerobic blood culture bottle,Specimen,MAPS_TO,,<auto>,1738328065440,
90068,TISSUE CULTURE-FLUID,-1,,0.67,UNCHECKED,UNREVIEWED,,0,4300293,Tissue culture,Measurement,MAPS_TO,,<auto>,1738328065700,
80008,ENTEROBACTER CLOACAE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329037974,4030716,Enterobacter cloacae,Observation,MAPS_TO,,<auto>,1738328065717,
80236,PRESUMPTIVE CLOSTRIDIUM PERFRINGENS,-1,,0.75,UNCHECKED,UNREVIEWED,,0,4307974,Clostridium perfringens,Observation,MAPS_TO,,<auto>,1738328065733,
90750,RHIZOBIUM RADIOBACTER,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4206684,Rhizobium radiobacter,Observation,MAPS_TO,,<auto>,1738328065844,
90930,Touch Prep/Sections,-1,,0.43,UNCHECKED,UNREVIEWED,,0,4303558,Touch,Procedure,MAPS_TO,,<auto>,1738328065977,
80041,NEISSERIA MENINGITIDIS,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329200108,4076436,Neisseria meningitidis,Observation,MAPS_TO,,<auto>,1738328066074,
90095,VARICELLA-ZOSTER CULTURE,-1,,0.77,UNCHECKED,UNREVIEWED,,0,4025840,Human alphaherpesvirus 3,Observation,MAPS_TO,,<auto>,1738328066095,
90789,MYCOBACTERIUM ABSCESSUS GROUP,-1,,0.87,UNCHECKED,UNREVIEWED,,0,4034776,Mycobacteroides abscessus,Observation,MAPS_TO,,<auto>,1738328066103,
90214,Respiratory Viral Culture,-1,,0.72,UNCHECKED,UNREVIEWED,,0,4035228,Respiratory microbial culture,Measurement,MAPS_TO,,<auto>,1738328066212,
90727,POSITIVE FOR HERPES SIMPLEX (HSV),-1,,0.57,UNCHECKED,UNREVIEWED,,0,4310326,HSV IgM level,Measurement,MAPS_TO,,<auto>,1738328066346,
70041,VIRAL CULTURE:R/O HERPES SIMPLEX VIRUS,-1,,0.61,APPROVED,EQUAL,Finn Fassbender,1738328474873,37303841,Viral isolate specimen,Specimen,MAPS_TO,,Finn Fassbender,1738328474138,
80009,HAFNIA ALVEI,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329039081,4295899,Hafnia alvei,Observation,MAPS_TO,,<auto>,1738328066407,
90259,SCOTCH TAPE PREP/PADDLE,-1,,0.43,UNCHECKED,UNREVIEWED,,0,4121357,Scotch tape slide specimen,Specimen,MAPS_TO,,<auto>,1738328066501,
90071,CHROMOSOME ANALYSIS-CVS,-1,,0.64,APPROVED,EQUAL,Finn Fassbender,1738331013770,4229610,Chromosome analysis,Procedure,MAPS_TO,,<auto>,1738328066512,
80237,PRESUMPTIVE CLOSTRIDIUM SEPTICUM,-1,,0.74,UNCHECKED,UNREVIEWED,,0,4141421,Clostridium septicum,Observation,MAPS_TO,,<auto>,1738328066539,
90935,VIRAL CULTURE,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4130349,Viral culture,Measurement,MAPS_TO,,<auto>,1738328066569,
80042,NEISSERIA SPECIES,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329201121,4244123,Neisseria,Observation,MAPS_TO,,<auto>,1738328066592,
90791,GORDONIA SPUTI,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4013961,Gordonia sputi,Observation,MAPS_TO,,<auto>,1738328066617,
90752,MALASSEZIA PACHYDERMATIS,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4198244,Malassezia pachydermatis,Observation,MAPS_TO,,<auto>,1738328066658,
90215,M. furfur Blood Culture,-1,,0.59,UNCHECKED,UNREVIEWED,,0,4107893,Blood culture,Measurement,MAPS_TO,,<auto>,1738328066804,
,,-1,,0.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
80011,ENTEROBACTER GERGOVIAE,-1,,1.00,APPROVED,EQUAL,Finn Fassbender,1738329041303,37396510,Pluralibacter gergoviae,Observation,MAPS_TO,,<auto>,1738328067032,
70042,Influenza A/B by DFA,-1,,0.44,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
90793,EMMONSIA SPECIES,-1,,0.72,UNCHECKED,UNREVIEWED,,0,36674529,Genus Emmonsia,Observation,MAPS_TO,,<auto>,1738328067082,
90753,IXODES SPECIES,-1,,1.00,UNCHECKED,UNREVIEWED,,0,4100076,Ixodes,Observation,MAPS_TO,,<auto>,1738328067128,
90260,AEROBIC BOTTLE,-1,,0.66,UNCHECKED,UNREVIEWED,,0,3667301,Blood specimen in aerobic blood culture bottle,Specimen,MAPS_TO,,<auto>,1738328067155,
90728,SERRATIA LIQUEFACIENS COMPLEX,-1,,1.00,UNCHECKED,UNREVIEWED,,0,36716295,Serratia liquefaciens complex,Observation,MAPS_TO,,<auto>,1738328067185,
90096,DIRECT ANTIGEN TEST FOR VARICELLA-ZOSTER VIRUS,-1,,0.79,UNCHECKED,UNREVIEWED,,0,4191701,Serologic test for Varicella-zoster virus,Measurement,MAPS_TO,,<auto>,1738328067287,
